docid,unique_id,relation_selected,score,verb1,verb2,eiid1,eiid2,relation,model_name,ccr,scr
WSJ_20130322_159,e27-e28,BEFORE,5,investigation,incident,e27,e28,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e27-e29,BEFORE,4,investigation,pointed,e27,e29,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e27-e31,BEFORE,1,investigation,apologized,e27,e31,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e27-e33,BEFORE,1,investigation,loss,e27,e33,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e27-e34,BEFORE,1,investigation,agreed,e27,e34,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e27-e35,BEFORE,1,investigation,complete,e27,e35,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e28-e29,BEFORE,5,incident,pointed,e28,e29,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e28-e31,BEFORE,1,incident,apologized,e28,e31,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e28-e33,BEFORE,1,incident,loss,e28,e33,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e28-e34,BEFORE,1,incident,agreed,e28,e34,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e28-e35,BEFORE,1,incident,complete,e28,e35,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e29-e31,BEFORE,5,pointed,apologized,e29,e31,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e29-e33,BEFORE,3,pointed,loss,e29,e33,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e29-e34,BEFORE,3,pointed,agreed,e29,e34,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e29-e35,BEFORE,3,pointed,complete,e29,e35,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e29-e59,BEFORE,1,pointed,errors,e29,e59,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e3-e4,EQUAL,5,help,restore,e3,e4,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e3-e5,BEFORE,2,help,happened,e3,e5,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e3-e6,BEFORE,2,help,wrapped,e3,e6,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e3-e7,BEFORE,2,help,visit,e3,e7,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e3-e8,BEFORE,2,help,outcome,e3,e8,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e3-e9,BEFORE,2,help,trip,e3,e9,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e31-e33,BEFORE,4,apologized,loss,e31,e33,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e31-e34,BEFORE,5,apologized,agreed,e31,e34,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e31-e35,BEFORE,5,apologized,complete,e31,e35,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e31-e59,BEFORE,2,apologized,errors,e31,e59,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e33-e34,BEFORE,1,loss,agreed,e33,e34,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e33-e34,EQUAL,3,loss,agreed,e33,e34,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e33-e34,VAGUE,1,loss,agreed,e33,e34,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e33-e35,BEFORE,1,loss,complete,e33,e35,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e34-e35,BEFORE,1,agreed,complete,e34,e35,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e34-e35,EQUAL,4,agreed,complete,e34,e35,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e38-e39,BEFORE,5,told,happened,e38,e39,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e38-e40,BEFORE,1,told,expresses,e38,e40,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e39-e40,BEFORE,5,happened,expresses,e39,e40,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e39-e60,BEFORE,1,happened,injuries,e39,e60,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e39-e61,BEFORE,1,happened,loss,e39,e61,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e40-e60,BEFORE,1,expresses,injuries,e40,e60,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e40-e61,BEFORE,1,expresses,loss,e40,e61,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e42-e43,BEFORE,5,said,conference,e42,e43,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e42-e44,BEFORE,4,said,spoken,e42,e44,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e42-e45,BEFORE,3,said,restore,e42,e45,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e43-e44,BEFORE,1,conference,spoken,e43,e44,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e43-e44,VAGUE,1,conference,spoken,e43,e44,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e44-e45,BEFORE,5,spoken,restore,e44,e45,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e46-e47,BEFORE,5,said,discussed,e46,e47,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e46-e48,BEFORE,5,said,visit,e46,e48,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e46-e49,BEFORE,3,said,agreed,e46,e49,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e46-e50,BEFORE,3,said,good,e46,e50,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e46-e51,BEFORE,3,said,discussion,e46,e51,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e47-e48,BEFORE,3,discussed,visit,e47,e48,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e47-e48,EQUAL,2,discussed,visit,e47,e48,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e47-e50,BEFORE,1,discussed,good,e47,e50,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e47-e51,BEFORE,1,discussed,discussion,e47,e51,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e48-e49,BEFORE,2,visit,agreed,e48,e49,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e48-e49,EQUAL,1,visit,agreed,e48,e49,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e48-e50,BEFORE,1,visit,good,e48,e50,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e48-e51,BEFORE,1,visit,discussion,e48,e51,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e49-e50,BEFORE,5,agreed,good,e49,e50,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e49-e51,BEFORE,4,agreed,discussion,e49,e51,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e5-e6,BEFORE,5,happened,wrapped,e5,e6,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e5-e7,BEFORE,4,happened,visit,e5,e7,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e5-e8,BEFORE,1,happened,outcome,e5,e8,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e5-e9,BEFORE,1,happened,trip,e5,e9,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e50-e51,BEFORE,3,good,discussion,e50,e51,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e50-e51,EQUAL,2,good,discussion,e50,e51,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e52-e53,VAGUE,1,incident,talks,e52,e53,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e53-e54,BEFORE,3,talks,trip,e53,e54,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e53-e54,EQUAL,2,talks,trip,e53,e54,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e53-e55,BEFORE,3,talks,said,e53,e55,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e54-e55,BEFORE,4,trip,said,e54,e55,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e6-e7,BEFORE,2,wrapped,visit,e6,e7,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e6-e7,EQUAL,3,wrapped,visit,e6,e7,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e6-e8,BEFORE,2,wrapped,outcome,e6,e8,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e6-e9,BEFORE,1,wrapped,trip,e6,e9,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e7-e8,BEFORE,1,visit,outcome,e7,e8,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e7-e9,BEFORE,1,visit,trip,e7,e9,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e8-e9,VAGUE,3,outcome,trip,e8,e9,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_804,e1-e2,BEFORE,4,warning,increase,e1,e2,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e1-e3,BEFORE,5,warning,double,e1,e3,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e1-e6,BEFORE,1,warning,increase,e1,e6,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e1-e7,BEFORE,1,warning,kick,e1,e7,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e10-e11,BEFORE,4,expecting,says,e10,e11,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e10-e12,BEFORE,3,expecting,make,e10,e12,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e10-e13,BEFORE,3,expecting,pointing,e10,e13,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e10-e14,BEFORE,3,expecting,says,e10,e14,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e10-e16,BEFORE,1,expecting,suggests,e10,e16,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e10-e5,BEFORE,1,sessions,expecting,e5,e10,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e10-e6,BEFORE,2,increase,expecting,e6,e10,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e10-e7,BEFORE,2,kick,expecting,e7,e10,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e10-e8,BEFORE,5,increases,expecting,e8,e10,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e11-e12,BEFORE,2,says,make,e11,e12,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e11-e13,BEFORE,5,says,pointing,e11,e13,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e11-e14,BEFORE,4,says,says,e11,e14,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e11-e16,BEFORE,1,says,suggests,e11,e16,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e11-e5,BEFORE,1,sessions,says,e5,e11,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e11-e6,BEFORE,1,increase,says,e6,e11,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e11-e7,BEFORE,1,kick,says,e7,e11,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e11-e8,BEFORE,2,increases,says,e8,e11,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e11-e9,BEFORE,5,says,says,e9,e11,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e12-e13,BEFORE,2,make,pointing,e12,e13,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e12-e14,BEFORE,3,make,says,e12,e14,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e12-e16,BEFORE,1,make,suggests,e12,e16,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e12-e2000,EQUAL,4,make,affordable,e12,e2000,EQUAL,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e12-e2001,EQUAL,4,make,accessible,e12,e2001,EQUAL,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e12-e5,BEFORE,1,sessions,make,e5,e12,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e12-e6,BEFORE,1,increase,make,e6,e12,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e12-e7,BEFORE,1,kick,make,e7,e12,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e12-e8,BEFORE,2,increases,make,e8,e12,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e12-e9,BEFORE,4,says,make,e9,e12,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e13-e14,BEFORE,4,pointing,says,e13,e14,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e13-e16,BEFORE,4,pointing,suggests,e13,e16,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e13-e5,BEFORE,1,sessions,pointing,e5,e13,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e13-e6,BEFORE,1,increase,pointing,e6,e13,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e13-e7,BEFORE,1,kick,pointing,e7,e13,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e13-e8,BEFORE,2,increases,pointing,e8,e13,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e13-e9,BEFORE,4,says,pointing,e9,e13,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e14-e16,BEFORE,4,says,suggests,e14,e16,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e14-e38,BEFORE,2,analysis,says,e38,e14,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e14-e5,BEFORE,1,sessions,says,e5,e14,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e14-e6,BEFORE,1,increase,says,e6,e14,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e14-e7,BEFORE,1,kick,says,e7,e14,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e14-e8,BEFORE,2,increases,says,e8,e14,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e14-e9,BEFORE,4,says,says,e9,e14,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e16-e17,BEFORE,4,suggests,filing,e16,e17,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e16-e18,BEFORE,3,suggests,stems,e16,e18,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e16-e19,BEFORE,3,suggests,help,e16,e19,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e16-e20,BEFORE,3,suggests,defray,e16,e20,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e16-e21,BEFORE,2,suggests,getting,e16,e21,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e16-e22,BEFORE,2,suggests,vary,e16,e22,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e16-e23,BEFORE,2,suggests,agree,e16,e23,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e16-e24,BEFORE,2,suggests,down,e16,e24,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e16-e40,BEFORE,1,suggests,complicated,e16,e40,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e16-e8,BEFORE,1,increases,suggests,e8,e16,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e16-e9,BEFORE,1,says,suggests,e9,e16,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e17-e18,BEFORE,3,filing,stems,e17,e18,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e17-e19,BEFORE,4,filing,help,e17,e19,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e17-e20,BEFORE,4,filing,defray,e17,e20,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e17-e21,BEFORE,2,filing,getting,e17,e21,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e17-e22,BEFORE,2,filing,vary,e17,e22,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e17-e23,BEFORE,2,filing,agree,e17,e23,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e17-e24,BEFORE,2,filing,down,e17,e24,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e18-e19,BEFORE,5,stems,help,e18,e19,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e18-e20,BEFORE,5,stems,defray,e18,e20,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e18-e21,BEFORE,2,stems,getting,e18,e21,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e18-e22,BEFORE,2,stems,vary,e18,e22,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e18-e23,BEFORE,2,stems,agree,e18,e23,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e18-e24,BEFORE,2,stems,down,e18,e24,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e19-e20,BEFORE,1,defray,help,e20,e19,EQUAL,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e19-e20,EQUAL,3,defray,help,e20,e19,EQUAL,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e19-e21,BEFORE,2,help,getting,e19,e21,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e19-e22,BEFORE,3,help,vary,e19,e22,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e19-e23,BEFORE,3,help,agree,e19,e23,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e19-e24,BEFORE,3,help,down,e19,e24,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e2-e3,EQUAL,2,increase,double,e2,e3,EQUAL,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e2-e5,BEFORE,2,increase,sessions,e2,e5,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e2-e6,BEFORE,5,increase,increase,e2,e6,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e2-e7,BEFORE,5,increase,kick,e2,e7,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e20-e21,BEFORE,2,defray,getting,e20,e21,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e20-e22,BEFORE,3,defray,vary,e20,e22,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e20-e23,BEFORE,3,defray,agree,e20,e23,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e20-e24,BEFORE,3,defray,down,e20,e24,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e21-e22,BEFORE,5,getting,vary,e21,e22,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e21-e23,BEFORE,3,getting,agree,e21,e23,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e21-e24,BEFORE,3,getting,down,e21,e24,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e22-e23,BEFORE,1,vary,agree,e22,e23,EQUAL,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e22-e23,EQUAL,3,vary,agree,e22,e23,EQUAL,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e22-e24,BEFORE,5,vary,down,e22,e24,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e23-e24,BEFORE,2,agree,down,e23,e24,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e24-e25,BEFORE,2,down,Starting,e24,e25,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e24-e26,BEFORE,2,down,block,e24,e26,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e24-e27,BEFORE,2,down,refusing,e24,e27,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e24-e28,BEFORE,2,down,sell,e24,e28,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e24-e29,BEFORE,2,down,setting,e24,e29,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e24-e30,BEFORE,2,down,reduce,e24,e30,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e25-e26,BEFORE,4,Starting,block,e25,e26,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e25-e26,EQUAL,1,Starting,block,e25,e26,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e25-e27,BEFORE,5,Starting,refusing,e25,e27,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e25-e28,BEFORE,5,Starting,sell,e25,e28,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e25-e29,BEFORE,5,Starting,setting,e25,e29,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e25-e30,BEFORE,5,Starting,reduce,e25,e30,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e25-e32,BEFORE,1,Starting,raise,e25,e32,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e25-e33,BEFORE,1,Starting,reining,e25,e33,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e25-e34,BEFORE,1,Starting,affect,e25,e34,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e25-e35,BEFORE,1,Starting,pay,e25,e35,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e26-e27,BEFORE,4,block,refusing,e26,e27,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e26-e27,EQUAL,1,block,refusing,e26,e27,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e26-e28,BEFORE,4,block,sell,e26,e28,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e26-e28,EQUAL,1,block,sell,e26,e28,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e26-e29,BEFORE,4,block,setting,e26,e29,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e26-e29,EQUAL,1,block,setting,e26,e29,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e26-e30,BEFORE,5,block,reduce,e26,e30,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e26-e32,BEFORE,1,block,raise,e26,e32,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e26-e33,BEFORE,1,block,reining,e26,e33,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e26-e34,BEFORE,1,block,affect,e26,e34,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e26-e35,BEFORE,1,block,pay,e26,e35,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e27-e28,EQUAL,5,refusing,sell,e27,e28,EQUAL,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e27-e29,EQUAL,5,refusing,setting,e27,e29,EQUAL,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e27-e30,BEFORE,3,refusing,reduce,e27,e30,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e27-e32,BEFORE,1,refusing,raise,e27,e32,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e27-e33,BEFORE,1,refusing,reining,e27,e33,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e27-e34,BEFORE,1,refusing,affect,e27,e34,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e27-e35,BEFORE,1,refusing,pay,e27,e35,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e28-e29,EQUAL,5,sell,setting,e28,e29,EQUAL,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e28-e30,BEFORE,3,sell,reduce,e28,e30,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e28-e32,BEFORE,1,sell,raise,e28,e32,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
WSJ_20130322_804,e28-e33,BEFORE,1,sell,reining,e28,e33,BEFORE,gemini-1.5-pro,0.4642857142857143,1.0
